,Unnamed: 0,CaseOrder,Customer_id,Interaction,City,State,County,Zip,Lat,Lng,Population,Area,Timezone,Job,Children,Age,Education,Employment,Income,Marital,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,item1,item2,item3,item4,item5,item6,item7,item8
9088,9089,9089,C843272,88922238-b9db-43c3-9a4e-746132b6f87f,Lincoln,CA,Placer,95648,38.9254,-121.3117,52394,Rural,America/Los_Angeles,Geophysicist/field seismologist,7.0,21,Regular High School Diploma,Retired,79611.89,Married,Male,No,12.50662,11,0,0.0,No,One year,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,Mailed Check,36.19603,184.7964,6955.376,4,4,5,3,1,6,5,5
9107,9108,9108,A166320,3d9002fc-907d-46d0-9cce-414ae219afec,Edison,OH,Morrow,43320,40.58854,-82.89804,1524,Rural,America/New_York,Computer games developer,1.0,19,"Some College, 1 or More Years, No Degree",Student,86234.35,Never Married,Female,No,10.51306,11,1,1.0,No,One year,No,No,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Bank Transfer(automatic),68.1959,208.099,6173.702,2,3,3,3,3,3,3,4
9109,9110,9110,N251690,0bd43d33-d168-4d61-8854-4f4f44b2b042,Institute,WV,Kanawha,25112,38.38027,-81.76714,105,Urban,America/New_York,"Scientist, water quality",0.0,33,Professional School Degree,Part Time,94338.5,Married,Male,No,8.725055,14,1,1.0,Yes,Month-to-month,No,No,None,Yes,Yes,No,No,No,No,Yes,No,No,Electronic Check,56.19141,150.5016,4974.663,5,5,4,4,4,6,4,3
9124,9125,9125,V251779,564aed6a-914e-4689-a9cb-1ed74df7cc8c,Lando,SC,Chester,29724,34.77398,-81.0111,39,Urban,America/New_York,"Scientist, research (life sciences)",0.0,20,"9th Grade to 12th Grade, No Diploma",Retired,97729.46,Married,Female,No,15.1422,9,2,0.0,No,Month-to-month,No,No,DSL,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Mailed Check,59.61692,150.3623,5553.737,4,3,4,2,4,4,5,4
9148,9149,9149,Q831079,1d8902eb-152d-4748-8838-abcbd73d3a04,Lafayette,LA,Lafayette,70506,30.19554,-92.0813,41480,Suburban,America/Chicago,Fish farm manager,1.0,30,Bachelor's Degree,Full Time,81148.39,Never Married,Male,No,3.604078,10,1,1.0,No,Month-to-month,Yes,No,None,Yes,No,No,Yes,No,No,No,Yes,No,Credit Card (automatic),46.04792,135.9019,3382.424,4,6,5,3,4,4,3,3
9151,9152,9152,I636534,a87c9141-d3ac-40a8-8a2f-1e373594ebe9,Amory,MS,Monroe,38821,33.97596,-88.43758,13133,Suburban,America/Chicago,Ranger/warden,3.0,53,"9th Grade to 12th Grade, No Diploma",Full Time,83543.98,Divorced,Male,No,13.60749,12,2,1.0,No,One year,No,No,DSL,Yes,No,No,No,Yes,No,Yes,No,No,Credit Card (automatic),69.97252,130.5085,6589.07,4,5,2,2,6,3,3,3
9157,9158,9158,D01059,fa97e226-e1d2-411b-bbde-4da350d5e012,Hancock,WI,Waushara,54943,44.12528,-89.5836,1947,Rural,America/Chicago,Broadcast engineer,1.0,28,GED or Alternative Credential,Unemployed,158549.3,Never Married,Female,No,11.40835,9,1,0.0,No,Month-to-month,Yes,No,None,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Bank Transfer(automatic),62.97217,165.2997,5676.644,4,4,2,4,3,4,5,4
9163,9164,9164,Q820393,1ac6eda9-d6b5-4fb4-bdaf-75929b0baf33,Pea Ridge,AR,Benton,72751,36.46105,-94.12033,7218,Urban,America/Chicago,Best boy,1.0,82,Regular High School Diploma,Unemployed,83813.21,Separated,Male,No,11.53404,9,1,0.0,No,One year,No,No,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Electronic Check,39.62761,193.1735,3572.738,3,4,3,5,1,5,4,3
9165,9166,9166,U454955,78b0a7be-9977-4fba-a75a-59aff8f2ef08,Stockport,OH,Morgan,43787,39.53138,-81.80619,3111,Urban,America/New_York,Dealer,1.0,53,"Some College, 1 or More Years, No Degree",Full Time,79942.93,Widowed,Male,No,14.272,13,1,0.0,No,Two Year,No,No,DSL,Yes,No,Yes,No,No,Yes,No,No,Yes,Electronic Check,66.57985,107.0552,6076.755,3,2,2,5,2,4,5,4
9166,9167,9167,H593898,f531927d-be83-43f8-acf8-e8cb2185b50b,Chetopa,KS,Labette,67336,37.05519,-95.07863,1811,Suburban,America/Chicago,Games developer,1.0,21,Nursery School to 8th Grade,Student,80492.82,Widowed,Male,No,11.1208,14,1,0.0,No,Month-to-month,No,Yes,None,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Credit Card (automatic),36.19603,160.9769,5809.157,4,5,4,3,6,4,4,5
9179,9180,9180,D501659,4c1a490f-9ceb-4e9d-8331-e485864290d4,Brownstown,IL,Fayette,62418,39.01845,-88.96952,2108,Urban,America/Chicago,Music therapist,1.0,86,No Schooling Completed,Full Time,128998.6,Divorced,Female,No,40.6626,15,2,0.0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Electronic Check,56.92191,191.4386,4780.817,1,2,2,6,2,4,4,5
9180,9181,9181,T948793,b725c935-b5a2-4563-9d28-b9ea2d5c6798,Fredonia,WI,Ozaukee,53021,43.49465,-88.00157,5009,Suburban,America/Chicago,Tour manager,4.0,69,Associate's Degree,Full Time,256998.4,Married,Female,No,12.80093,7,0,2.0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,Yes,Yes,Yes,No,Yes,No,No,Bank Transfer(automatic),71.24132,177.0202,6343.939,2,3,3,3,4,3,4,3
9185,9186,9186,W142484,50780a64-d40e-477f-b7ca-1a34eecdc54b,Pawnee,TX,Bee,78145,28.64519,-97.99409,145,Rural,America/Chicago,Chief Operating Officer,1.0,53,Nursery School to 8th Grade,Part Time,125034.1,Married,Male,No,8.643665,10,1,0.0,No,Two Year,No,No,Fiber Optic,Yes,No,No,Yes,No,No,No,Yes,No,Credit Card (automatic),56.56921,169.8358,5056.498,3,3,4,5,3,3,5,5
9194,9195,9195,W247162,568e4ca8-398c-4d48-9062-46604680a91c,Wheatcroft,KY,Webster,42463,37.47528,-87.87157,55,Rural,America/Chicago,Market researcher,1.0,53,Associate's Degree,Full Time,83675.85,Divorced,Female,No,3.541451,13,1,1.0,No,Two Year,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Credit Card (automatic),36.19603,286.0703,5345.047,2,1,3,4,3,4,4,2
9206,9207,9207,L565413,b6f7eaed-b2fb-4289-8577-2c429cc4d719,Beech Creek,PA,Clinton,16822,41.15516,-77.70409,2115,Rural,America/New_York,Public affairs consultant,4.0,53,"9th Grade to 12th Grade, No Diploma",Student,87926.43,Never Married,Male,No,5.522889,11,0,0.0,No,Two Year,No,Yes,None,Yes,Yes,No,Yes,No,Yes,Yes,No,No,Bank Transfer(automatic),56.96287,173.7719,5284.511,4,4,6,3,3,5,5,4
9220,9221,9221,T739616,73a9821e-251a-4903-939a-e4f6a84cfcde,Soquel,CA,Santa Cruz,95073,37.04231,-121.93,10949,Suburban,America/Los_Angeles,Dietitian,4.0,66,Associate's Degree,Full Time,98836.2,Married,Female,No,8.981014,16,1,1.0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Mailed Check,43.86959,219.6699,4203.265,4,4,4,6,1,4,5,4
9225,9226,9226,Z842961,25fcce97-777a-4915-8491-d5155e84ace9,North Concord,VT,Essex,5858,44.54944,-71.79567,431,Urban,America/New_York,Dietitian,1.0,82,Associate's Degree,Full Time,87407.6,Never Married,Female,No,9.861791,16,2,1.0,No,One year,No,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Credit Card (automatic),68.97874,192.398,5890.197,4,3,5,1,3,4,3,5
9233,9234,9234,X801505,387019b6-369f-4237-a396-811f44194fb8,Austin,TX,Travis,78724,30.2944,-97.61415,24779,Urban,America/Chicago,Public librarian,2.0,35,Regular High School Diploma,Student,163082.1,Separated,Female,No,11.71308,6,0,1.0,No,One year,Yes,No,Fiber Optic,Yes,No,No,Yes,No,Yes,No,Yes,No,Bank Transfer(automatic),58.94313,182.9642,5193.998,3,3,3,2,6,3,4,5
9248,9249,9249,N508508,afe055dd-0435-4554-be03-45d6fbc5c914,Estherwood,LA,Acadia,70534,30.19491,-92.44206,945,Rural,America/Chicago,"Teacher, English as a foreign language",5.0,53,Regular High School Diploma,Unemployed,80593.06,Widowed,Male,No,11.50355,2,2,0.0,Yes,Month-to-month,No,No,None,Yes,No,Yes,Yes,Yes,No,No,No,No,Electronic Check,67.61213,118.479,5970.386,3,4,2,3,2,3,3,4
9249,9250,9250,G610690,38062757-e327-4ef9-8778-a31b00bd731c,Hughes,AK,Yukon-Koyukuk,99745,66.04305,-154.2477,90,Urban,America/Anchorage,"Surveyor, commercial/residential",1.0,68,"Some College, 1 or More Years, No Degree",Full Time,173978.0,Divorced,Male,Yes,9.771641,10,1,0.0,Yes,Month-to-month,No,No,DSL,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Electronic Check,66.50393,222.072,6605.855,4,3,2,2,3,3,3,3
9277,9278,9278,H942511,4be67ab4-21c5-4e67-9439-384b48c498af,Douglas,GA,Coffee,31535,31.45513,-82.85609,11865,Rural,America/New_York,Contracting civil engineer,2.0,61,Bachelor's Degree,Full Time,82071.68,Separated,Female,No,10.61324,16,0,0.0,No,Month-to-month,Yes,No,None,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Electronic Check,57.64074,162.0149,5101.278,4,5,4,4,4,4,4,5
9279,9280,9280,X823269,eaa11051-2520-4242-93b8-f18b51aa6e87,Mullins,SC,Marion,29574,34.17245,-79.26506,11446,Suburban,America/New_York,Newspaper journalist,3.0,49,Doctorate Degree,Full Time,92969.94,Separated,Male,No,7.773981,14,0,0.0,Yes,Month-to-month,No,Yes,None,Yes,No,No,No,No,Yes,Yes,No,Yes,Electronic Check,58.69465,117.3684,5147.718,5,5,5,2,5,3,3,3
9284,9285,9285,A643000,d890a9d9-d12f-41ff-b5f1-f8da9cfd156f,Paterson,NJ,Passaic,7505,40.91612,-74.17167,2423,Urban,America/New_York,Museum/gallery conservator,2.0,38,"Some College, Less than 1 Year",Part Time,84731.3,Separated,Prefer not to answer,No,38.44166,13,0,0.0,No,Month-to-month,Yes,Yes,DSL,Yes,Yes,No,Yes,No,No,No,No,Yes,Bank Transfer(automatic),68.98754,175.9436,6324.792,5,5,4,2,4,5,4,4
9365,9366,9366,U148916,dbecf9be-2e82-4da9-bf94-a214aeb678aa,Ripley,OH,Brown,45167,38.77282,-83.8006,3700,Urban,America/New_York,Paramedic,1.0,53,No Schooling Completed,Full Time,122765.4,Never Married,Female,Yes,9.096478,14,3,1.0,No,Month-to-month,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Mailed Check,60.34589,252.515,5500.109,4,2,4,5,2,4,5,3
9388,9389,9389,V313460,99b53157-554f-4edf-b575-ade6d7d62aee,Stafford Springs,CT,Tolland,6076,41.98966,-72.26165,12577,Suburban,America/New_York,Warehouse manager,1.0,22,Master's Degree,Full Time,80295.4,Widowed,Male,No,13.85471,12,1,1.0,Yes,Month-to-month,No,No,DSL,Yes,Yes,Yes,No,No,No,Yes,No,No,Electronic Check,57.27176,152.96,5583.624,6,5,6,5,3,4,5,4
9397,9398,9398,N171241,69a6daff-17b0-4345-9819-2525ade7d941,Sharps,VA,Richmond,22548,37.8293,-76.69244,440,Urban,America/New_York,Warden/ranger,0.0,53,Associate's Degree,Full Time,93425.87,Widowed,Female,No,11.08239,7,1,0.0,No,One year,Yes,No,DSL,Yes,No,No,Yes,No,Yes,No,Yes,No,Mailed Check,36.19603,162.8857,5630.969,2,4,3,4,2,3,4,2
9404,9405,9405,F98604,44a63426-474c-4bf3-b92f-4d8de7ec3d5f,Erie,PA,Erie,16511,42.16584,-79.99514,11647,Rural,America/New_York,Company secretary,1.0,46,Bachelor's Degree,Part Time,94903.52,Married,Male,No,5.975313,14,0,0.0,No,Two Year,Yes,No,Fiber Optic,Yes,Yes,No,No,No,No,No,Yes,No,Credit Card (automatic),58.15209,179.2638,3382.424,3,3,4,3,4,3,3,4
9414,9415,9415,Q706777,e254036d-aa83-4b6a-8854-88b26e74fd8e,Old Glory,TX,Stonewall,79540,33.16876,-100.0377,77,Suburban,America/Chicago,Dietitian,2.0,55,Bachelor's Degree,Unemployed,123272.3,Separated,Female,No,11.57145,11,2,0.0,No,Two Year,Yes,No,DSL,Yes,Yes,No,No,Yes,No,No,No,Yes,Electronic Check,56.39145,137.3591,5231.944,2,2,4,4,4,2,2,3
9424,9425,9425,T764835,a3c459a4-2a6b-4f73-80e1-ae9acbba860e,Midway,UT,Wasatch,84049,40.52481,-111.5099,5442,Suburban,America/Denver,"Surveyor, rural practice",1.0,65,Regular High School Diploma,Full Time,85566.49,Divorced,Female,No,11.61691,13,1,0.0,No,Month-to-month,Yes,No,DSL,Yes,No,Yes,No,Yes,No,No,Yes,No,Electronic Check,59.20792,141.5228,3382.424,5,4,4,3,3,5,6,3
9428,9429,9429,S433497,1468516a-9420-479a-8a75-499863771bd8,Simonton,TX,Fort Bend,77476,29.67245,-95.98326,187,Rural,America/Chicago,Plant breeder/geneticist,3.0,61,"9th Grade to 12th Grade, No Diploma",Retired,134967.2,Divorced,Female,No,16.17457,17,1,0.0,No,Month-to-month,Yes,Yes,DSL,No,Yes,No,No,No,Yes,No,Yes,No,Electronic Check,59.1561,173.7614,5548.443,3,3,3,3,4,3,4,3
9429,9430,9430,O928853,011e2b8a-e117-4de5-8739-beb8f712cc72,Frenchtown,MT,Missoula,59834,47.07465,-114.2311,2718,Rural,America/Denver,"Scientist, clinical (histocompatibility and immunogenetics)",4.0,79,Nursery School to 8th Grade,Retired,120895.0,Never Married,Female,No,8.007735,10,0,0.0,No,Two Year,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Mailed Check,67.99131,216.0796,6080.672,3,3,2,1,5,1,3,3
9444,9445,9445,K917356,c85bdca6-02d8-4151-9851-a6dd2e2e317c,Savoonga,AK,Nome,99769,63.67959,-170.4852,921,Suburban,America/Nome,Sales executive,2.0,35,"Some College, Less than 1 Year",Retired,115029.8,Separated,Male,Yes,9.746795,8,0,1.0,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Electronic Check,36.05704,234.754,3382.424,3,4,3,4,3,3,3,4
9452,9453,9453,G861521,53481442-a115-4ea3-b976-e5cfd31fe2d9,Stanhope,IA,Hamilton,50246,42.27537,-93.78216,613,Urban,America/Chicago,Regulatory affairs officer,0.0,63,Bachelor's Degree,Full Time,105644.8,Widowed,Male,No,9.137879,9,2,0.0,No,One year,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,No,No,No,No,Mailed Check,52.92007,181.2405,4622.489,4,4,3,2,5,3,3,4
9453,9454,9454,Z409213,ba708fa2-d446-4c1f-be78-e8c4b4d537ff,Sasakwa,OK,Seminole,74867,34.96439,-96.55665,736,Suburban,America/Chicago,Oncologist,1.0,53,Bachelor's Degree,Student,88325.38,Married,Female,No,10.4253,8,1,1.0,No,One year,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Credit Card (automatic),71.54844,204.2762,6436.53,4,3,4,5,2,4,5,4
9462,9463,9463,Z24001,0c353c4b-0393-4120-bec7-560a9bdfaabe,Studio City,CA,Los Angeles,91604,34.13882,-118.3935,32117,Suburban,America/Los_Angeles,"Investment banker, corporate",4.0,53,"Some College, Less than 1 Year",Full Time,97997.05,Divorced,Male,No,8.837789,19,1,2.0,No,One year,Yes,Yes,Fiber Optic,No,No,No,No,No,No,No,No,Yes,Mailed Check,56.77789,111.9726,4899.166,5,4,3,4,2,4,5,4
9486,9487,9487,P396177,ccc23856-a4d9-468a-add9-6b4ac5569570,Royalton,KY,Magoffin,41464,37.66765,-82.97331,635,Urban,America/New_York,"Engineer, production",0.0,72,Regular High School Diploma,Full Time,82584.2,Married,Male,No,8.23679,12,0,0.0,No,One year,No,No,Fiber Optic,Yes,Yes,No,No,No,No,Yes,No,No,Mailed Check,68.88449,168.8988,5882.517,2,2,4,5,3,3,3,3
9505,9506,9506,F38173,9d6b0131-54bd-4aea-b778-47fc8819ca34,Arcadia,PA,Indiana,15712,40.79044,-78.8479,207,Rural,America/New_York,"Accountant, chartered",2.0,66,Master's Degree,Full Time,97499.39,Separated,Female,No,11.89621,12,1,0.0,No,Month-to-month,No,Yes,None,Yes,Yes,No,No,Yes,No,No,No,Yes,Bank Transfer(automatic),53.37805,125.9948,4535.472,2,2,2,3,3,3,4,5
9546,9547,9547,A651095,abf41bf5-f2f6-4a06-9e9c-78e0c68c015b,Clark,CO,Routt,80428,40.86099,-106.9608,824,Suburban,America/Denver,"Embryologist, clinical",1.0,25,Regular High School Diploma,Full Time,84285.17,Never Married,Female,No,9.407861,7,4,0.0,No,Month-to-month,No,No,DSL,Yes,No,Yes,Yes,No,No,No,No,Yes,Credit Card (automatic),56.31703,117.9388,5490.224,3,4,3,3,2,3,4,4
9552,9553,9553,R800834,e10ecbbb-a4f9-4f1c-8aeb-db5cbfcc4e4d,Excelsior Springs,MO,Clay,64024,39.32368,-94.22796,16972,Rural,America/Chicago,Musician,0.0,27,Bachelor's Degree,Full Time,85299.46,Married,Female,No,10.63033,9,0,0.0,No,Two Year,No,No,Fiber Optic,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Credit Card (automatic),66.4489,160.8106,5880.677,4,5,2,3,4,3,6,3
9554,9555,9555,L698060,d8aa4b58-02cc-472d-8aa8-b4c2e7c48d63,San Ramon,CA,Contra Costa,94582,37.76352,-121.9154,42059,Suburban,America/Los_Angeles,Technical author,0.0,22,"Some College, Less than 1 Year",Full Time,95374.34,Divorced,Female,No,7.721542,7,0,1.0,No,Month-to-month,No,Yes,DSL,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Credit Card (automatic),36.19603,236.1212,6631.579,2,2,2,5,1,3,4,4
9557,9558,9558,K231582,f243d2ac-ca56-4f05-aee3-8d505ffb0234,Janesville,WI,Rock,53548,42.68537,-89.12872,18074,Rural,America/Chicago,Intelligence analyst,0.0,34,Bachelor's Degree,Full Time,99071.31,Never Married,Female,No,5.965611,9,0,1.0,No,Month-to-month,Yes,No,DSL,Yes,No,No,No,No,Yes,No,No,No,Credit Card (automatic),36.19603,106.2044,5420.43,4,5,4,3,5,2,4,3
9574,9575,9575,E305140,068f1b6e-8f05-4aac-a987-8daae562e590,Purmela,TX,Coryell,76566,31.51053,-97.99616,292,Rural,America/Chicago,"Surveyor, quantity",0.0,57,Regular High School Diploma,Full Time,79842.59,Married,Male,No,14.87636,14,3,0.0,No,Month-to-month,Yes,Yes,DSL,Yes,Yes,No,No,Yes,No,Yes,No,No,Mailed Check,40.51042,175.9993,4109.75,4,4,2,5,2,4,3,2
9603,9604,9604,V866352,09b01ed6-2001-4647-b8b7-33d5cb19a2b8,Apulia Station,NY,Onondaga,13020,42.81647,-76.0745,110,Suburban,America/New_York,Ecologist,1.0,27,Regular High School Diploma,Full Time,91852.43,Widowed,Female,No,8.667141,13,1,0.0,No,Month-to-month,No,No,DSL,Yes,No,No,No,Yes,No,Yes,No,Yes,Electronic Check,51.23358,131.0529,4994.198,3,3,1,3,4,1,2,4
9615,9616,9616,X447899,6fb07a81-0fa0-4484-ae02-81a76506696c,Queen City,TX,Cass,75572,33.23153,-94.13216,4173,Urban,America/Chicago,Agricultural consultant,3.0,40,Regular High School Diploma,Full Time,130319.3,Widowed,Female,Yes,6.254019,9,1,0.0,No,Month-to-month,No,No,Fiber Optic,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Bank Transfer(automatic),61.57299,221.8752,5702.684,3,4,2,2,5,3,4,3
9639,9640,9640,K483384,663eaa8d-1ae1-4305-814e-0abbed5c8260,Moorhead,MS,Sunflower,38761,33.43204,-90.48489,2579,Suburban,America/Chicago,"Engineer, manufacturing systems",4.0,53,Bachelor's Degree,Part Time,149952.7,Never Married,Female,No,36.6734,7,1,0.0,No,Month-to-month,Yes,No,None,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Credit Card (automatic),67.85943,217.5437,6140.576,2,2,2,4,3,3,3,5
9644,9645,9645,J629804,53f6e67b-418f-427b-8aef-8190187d3de2,Ruffin,NC,Rockingham,27326,36.45343,-79.55636,2872,Rural,America/New_York,Management consultant,1.0,26,No Schooling Completed,Student,81108.99,Separated,Male,No,8.338237,12,1,0.0,No,Month-to-month,Yes,No,DSL,Yes,Yes,Yes,No,No,No,No,Yes,No,Mailed Check,52.60822,161.8119,5249.057,3,4,3,5,4,2,2,2
9656,9657,9657,T234307,8ce025a0-86b1-4e33-9c97-f9c8408e7689,Guernsey,IA,Poweshiek,52221,41.64197,-92.33228,232,Suburban,America/Chicago,Research scientist (life sciences),2.0,76,Regular High School Diploma,Full Time,136818.5,Divorced,Female,No,16.63176,6,0,0.0,No,Month-to-month,No,No,DSL,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Electronic Check,69.34207,202.9635,6603.944,3,4,4,2,3,4,4,4
9660,9661,9661,W312206,88c631f6-49ab-4d35-91ed-4588776f08b9,Jamestown,ND,Stutsman,58401,46.88251,-98.76401,17107,Urban,America/Chicago,"Secretary, company",1.0,57,Regular High School Diploma,Full Time,81318.66,Never Married,Female,No,9.940057,17,0,0.0,No,Two Year,Yes,No,None,No,Yes,No,Yes,No,No,Yes,No,No,Mailed Check,64.17582,160.1703,5623.599,5,5,5,4,5,4,4,3
9679,9680,9680,F28689,92d078b8-f4d3-408a-8787-ca7fea61f2ee,South Carrollton,KY,Muhlenberg,42374,37.33431,-87.15235,481,Suburban,America/Chicago,Fine artist,1.0,53,Bachelor's Degree,Unemployed,88504.85,Married,Male,No,10.609,14,0,0.0,No,One year,Yes,Yes,DSL,Yes,Yes,No,No,No,No,No,No,No,Electronic Check,56.49332,124.5027,3382.424,3,2,4,4,3,5,4,3
9685,9686,9686,Y567471,590dcaaa-c518-41e9-89fc-e5066b1bd84b,Middlesex,NY,Yates,14507,42.69781,-77.27028,1236,Suburban,America/New_York,Furniture conservator/restorer,1.0,21,Nursery School to 8th Grade,Full Time,118340.8,Widowed,Male,No,9.795947,18,1,1.0,No,Month-to-month,No,No,DSL,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Bank Transfer(automatic),58.53134,176.7499,3382.424,4,3,4,2,6,3,3,4
9686,9687,9687,R246702,34836124-efed-460a-99e0-b5dfdb8cc4b7,Oketo,KS,Marshall,66518,39.9709,-96.55289,144,Rural,America/Chicago,"Engineer, drilling",3.0,27,Master's Degree,Full Time,102173.5,Divorced,Male,No,10.20187,10,3,2.0,No,Month-to-month,No,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,Yes,Yes,Yes,Electronic Check,71.44364,243.1939,6700.749,2,3,2,2,3,4,4,5
9696,9697,9697,E875593,d86255e2-b37a-4009-8e4a-89aea3338b81,Laguna,NM,Cibola,87026,34.96242,-107.2326,4112,Urban,America/Denver,Electronics engineer,0.0,80,"Some College, 1 or More Years, No Degree",Full Time,98120.0,Divorced,Male,No,16.25218,13,0,0.0,No,Month-to-month,Yes,Yes,DSL,No,No,Yes,Yes,No,No,No,Yes,No,Electronic Check,36.19603,153.9807,5682.485,5,5,4,1,4,4,4,4
9709,9710,9710,A362559,123ebfed-a217-4b40-b3cb-69edb4141908,Silverhill,AL,Baldwin,36576,30.52639,-87.76644,3796,Suburban,America/Chicago,Consulting civil engineer,1.0,74,Bachelor's Degree,Full Time,91278.45,Separated,Female,No,8.544082,13,2,0.0,No,Month-to-month,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Mailed Check,66.23938,164.5509,6171.921,2,3,3,4,6,3,3,3
9726,9727,9727,B689525,be842d38-7058-4eb1-bddc-2bf1c73ffbb0,Oldhams,VA,Westmoreland,22529,38.00965,-76.68586,155,Suburban,America/New_York,Medical technical officer,0.0,21,Regular High School Diploma,Full Time,112773.2,Widowed,Male,No,6.392112,11,1,0.0,Yes,Two Year,Yes,No,DSL,Yes,Yes,No,Yes,No,No,No,No,Yes,Electronic Check,66.42406,146.7388,6195.028,3,2,4,3,3,4,4,4
9758,9759,9759,L933769,02d26ed1-c450-428f-8dd3-71403cd56cd7,Chunky,MS,Newton,39323,32.35104,-88.92634,1475,Suburban,America/Chicago,"Nurse, adult",0.0,87,Bachelor's Degree,Full Time,113392.5,Widowed,Female,No,12.21925,14,0,0.0,No,Month-to-month,No,No,Fiber Optic,Yes,No,No,Yes,No,No,No,No,Yes,Mailed Check,66.53731,135.2314,5420.187,3,3,2,4,3,2,3,4
9817,9818,9818,X83894,53576671-e3f0-41f6-bab6-1db751844453,Redlands,CA,San Bernardino,92374,34.06654,-117.172,43633,Rural,America/Los_Angeles,"Psychologist, sport and exercise",3.0,50,Doctorate Degree,Full Time,91572.91,Never Married,Female,No,9.710178,14,2,0.0,No,Two Year,Yes,No,DSL,Yes,No,No,No,Yes,No,Yes,No,Yes,Electronic Check,57.58191,130.7729,5500.527,1,3,2,4,4,3,3,4
9849,9850,9850,C406267,5fae818b-cdcb-452e-bb5a-c9dc04ed9383,Laporte,CO,Larimer,80535,40.73342,-105.1835,2613,Urban,America/Denver,Dancer,1.0,53,"9th Grade to 12th Grade, No Diploma",Student,134443.3,Married,Female,No,5.518844,11,0,0.0,No,Month-to-month,No,Yes,Fiber Optic,Yes,Yes,No,No,No,No,No,No,No,Electronic Check,53.20557,143.2536,4516.883,4,4,4,2,5,3,3,4
9855,9856,9856,S170981,ccd76bfa-36ac-4410-b871-8f76ff644198,Marlton,NJ,Burlington,8053,39.86049,-74.89466,45193,Rural,America/New_York,Water quality scientist,1.0,40,"9th Grade to 12th Grade, No Diploma",Full Time,81847.44,Separated,Female,No,13.02189,15,2,0.0,Yes,Month-to-month,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Mailed Check,62.91268,174.664,5600.004,3,4,4,5,2,2,4,3
9864,9865,9865,H466983,4220277f-34a2-4650-89f4-e19c7db61897,Rice,TX,Navarro,75155,32.22573,-96.47318,2815,Suburban,America/Chicago,Television floor manager,4.0,40,Master's Degree,Unemployed,108806.6,Divorced,Female,No,13.47184,9,1,0.0,No,One year,No,No,DSL,Yes,Yes,No,No,No,No,Yes,No,No,Electronic Check,56.24607,149.2484,5441.448,2,1,3,3,3,3,3,3
9867,9868,9868,S564416,2b448b09-eb35-40f4-9ed8-e9cdc21db067,Folsom,NM,Union,88419,36.88277,-103.539,132,Rural,America/Denver,Garment/textile technologist,3.0,53,Associate's Degree,Full Time,85971.68,Widowed,Male,No,6.048592,14,3,1.0,No,Month-to-month,No,No,None,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Credit Card (automatic),54.37964,255.9822,5309.985,3,4,2,3,3,5,4,3
